Date,Site,Combined HYAR Max Activity,Discharge (cms),Min Daily Temp (degrees C)
4/18/2022,RR3,0,0.012,3.451
4/19/2022,RR3,0,0.011,5.124
4/20/2022,RR3,0,0.011,4.952
4/21/2022,RR3,0,0.012,4.566
4/22/2022,RR3,0,0.011,5.124
4/23/2022,RR3,0,0.010,2.721
4/24/2022,RR3,0,0.011,1.477
4/25/2022,RR3,0,0.011,3.537
4/26/2022,RR3,2,0.010,3.193
4/27/2022,RR3,0,0.011,4.008
4/28/2022,RR3,0,0.010,3.708
4/29/2022,RR3,0,0.010,3.923
4/30/2022,RR3,0,0.010,3.365
5/1/2022,RR3,0,0.010,4.008
5/2/2022,RR3,0,0.010,4.824
5/3/2022,RR3,0,0.011,6.068
5/4/2022,RR3,0,0.010,4.266
5/5/2022,RR3,0,0.010,4.309
5/6/2022,RR3,0,0.011,5.939
5/7/2022,RR3,0,0.011,6.668
5/8/2022,RR3,0,0.011,8.213
5/9/2022,RR3,0,0.011,9.156
5/10/2022,RR3,0,0.011,5.295
5/11/2022,RR3,0,0.012,5.553
5/12/2022,RR3,0,0.010,0.705
5/13/2022,RR3,0,0.011,3.322
5/14/2022,RR3,0,0.012,4.909
5/15/2022,RR3,1,0.011,6.196
5/16/2022,RR3,0,0.012,7.269
5/17/2022,RR3,0,0.011,7.483
5/18/2022,RR3,1,0.013,7.741
5/19/2022,RR3,0,0.012,8.213
5/20/2022,RR3,0,0.012,9.714
5/21/2022,RR3,0,0.014,10.100
5/22/2022,RR3,0,0.013,7.698
5/23/2022,RR3,0,0.013,7.998
5/24/2022,RR3,0,0.011,5.896
5/25/2022,RR3,0,0.013,7.140
5/26/2022,RR3,2,0.013,8.256
5/27/2022,RR3,0,0.014,9.199
5/28/2022,RR3,0,0.014,9.886
5/29/2022,RR3,0,0.014,9.714
5/30/2022,RR3,0,0.014,6.411
5/31/2022,RR3,0,0.012,5.295
6/1/2022,RR3,0,0.013,6.625
6/2/2022,RR3,2,0.012,7.612
6/3/2022,RR3,0,0.013,8.685
6/4/2022,RR3,2,0.013,8.685
6/5/2022,RR3,0,0.013,9.628
6/6/2022,RR3,0,0.013,10.744
6/7/2022,RR3,0,0.014,11.259
6/8/2022,RR3,0,0.012,12.117
6/9/2022,RR3,0,0.012,12.374
6/10/2022,RR3,0,0.013,13.532
6/11/2022,RR3,0,0.012,13.275
6/12/2022,RR3,0,0.013,13.918
6/13/2022,RR3,0,0.013,13.446
6/14/2022,RR3,0,0.012,11.945
6/15/2022,RR3,0,0.013,10.401
6/16/2022,RR3,0,0.014,11.473
6/17/2022,RR3,NA,0.014,13.017
6/18/2022,RR3,NA,0.016,14.090
6/19/2022,RR3,NA,0.016,11.344
6/20/2022,RR3,NA,0.013,7.612
6/21/2022,RR3,NA,0.013,9.671
6/22/2022,RR3,NA,0.014,15.291
6/23/2022,RR3,NA,0.013,11.816
6/24/2022,RR3,NA,0.043,13.790
6/25/2022,RR3,NA,0.017,12.159
6/26/2022,RR3,NA,0.014,11.859
6/27/2022,RR3,NA,0.016,12.417
6/28/2022,RR3,NA,0.016,14.133
6/29/2022,RR3,NA,0.015,14.862
6/30/2022,RR3,NA,0.026,14.862
7/1/2022,RR3,NA,0.029,13.361
7/2/2022,RR3,NA,0.017,13.833
7/3/2022,RR3,NA,0.016,13.017
7/4/2022,RR3,NA,0.015,12.588
7/5/2022,RR3,NA,0.017,14.605
7/6/2022,RR3,NA,0.015,13.189
7/7/2022,RR3,NA,0.013,11.259
7/8/2022,RR3,NA,0.014,13.232
7/9/2022,RR3,NA,0.017,15.077
7/10/2022,RR3,NA,0.019,16.106
7/11/2022,RR3,NA,0.022,14.605
7/12/2022,RR3,NA,0.017,16.278
7/13/2022,RR3,NA,0.016,17.179
7/14/2022,RR3,NA,0.017,16.836
7/15/2022,RR3,NA,0.031,15.806
7/16/2022,RR3,NA,0.021,15.592
7/17/2022,RR3,NA,0.018,16.106
7/18/2022,RR3,NA,0.021,16.707
7/19/2022,RR3,NA,0.019,16.535
7/20/2022,RR3,NA,0.017,17.179
7/21/2022,RR3,NA,0.023,15.506
7/22/2022,RR3,NA,0.019,16.664
7/23/2022,RR3,NA,0.021,17.479
7/24/2022,RR3,NA,0.023,15.849
7/25/2022,RR3,NA,0.021,17.350
7/26/2022,RR3,NA,0.022,18.509
7/27/2022,RR3,NA,0.021,17.136
7/28/2022,RR3,NA,0.055,16.235
7/29/2022,RR3,NA,0.038,14.991
7/30/2022,RR3,NA,0.026,15.291
7/31/2022,RR3,NA,0.022,15.677
3/1/2022,WCC3,NA,0.002,1.349
3/2/2022,WCC3,NA,0.002,-0.282
3/3/2022,WCC3,NA,0.002,0.791
3/4/2022,WCC3,NA,0.099,0.920
3/5/2022,WCC3,NA,0.090,-1.011
3/6/2022,WCC3,NA,0.056,-4.572
3/7/2022,WCC3,NA,0.044,-4.271
3/8/2022,WCC3,NA,0.042,-4.743
3/9/2022,WCC3,NA,0.026,-4.271
3/10/2022,WCC3,NA,0.024,-1.998
3/11/2022,WCC3,NA,0.044,-5.172
3/12/2022,WCC3,NA,0.024,-1.183
3/13/2022,WCC3,NA,0.029,-1.998
3/14/2022,WCC3,NA,0.044,-1.826
3/15/2022,WCC3,0,0.044,0.276
3/16/2022,WCC3,0,0.045,1.563
3/17/2022,WCC3,0,0.060,-0.796
3/18/2022,WCC3,0,0.053,-0.367
3/19/2022,WCC3,0,0.037,0.533
3/20/2022,WCC3,0,0.012,0.662
3/21/2022,WCC3,0,0.008,0.019
3/22/2022,WCC3,0,0.007,0.362
3/23/2022,WCC3,0,0.007,1.692
3/24/2022,WCC3,0,0.006,0.104
3/25/2022,WCC3,0,0.005,3.065
3/26/2022,WCC3,0,0.003,4.094
3/27/2022,WCC3,0,0.003,3.537
3/28/2022,WCC3,0,0.003,4.523
3/29/2022,WCC3,0,0.003,1.349
3/30/2022,WCC3,0,0.004,3.579
3/31/2022,WCC3,0,0.084,2.764
4/1/2022,WCC3,0,0.046,1.778
4/2/2022,WCC3,0,0.013,2.850
4/3/2022,WCC3,0,0.006,3.537
4/4/2022,WCC3,0,0.004,3.794
4/5/2022,WCC3,0,0.003,4.781
4/6/2022,WCC3,0,0.002,4.866
4/7/2022,WCC3,0,0.002,5.767
4/8/2022,WCC3,0,0.002,6.068
4/9/2022,WCC3,0,0.002,3.451
4/10/2022,WCC3,0,0.002,5.424
4/11/2022,WCC3,0,0.002,5.381
4/12/2022,WCC3,0,0.002,-0.367
4/13/2022,WCC3,0,0.002,-3.199
4/14/2022,WCC3,0,0.002,-0.067
4/15/2022,WCC3,0,0.002,1.520
4/16/2022,WCC3,0,0.002,2.593
4/17/2022,WCC3,0,0.002,2.464
4/18/2022,WCC3,1,0.002,4.094
4/19/2022,WCC3,2,0.002,6.582
4/20/2022,WCC3,2,0.001,6.368
4/21/2022,WCC3,2,0.002,5.424
4/22/2022,WCC3,0,0.002,2.936
4/23/2022,WCC3,0,0.002,1.134
4/24/2022,WCC3,0,0.002,4.609
4/25/2022,WCC3,0,0.001,4.909
4/26/2022,WCC3,3,0.001,4.652
4/27/2022,WCC3,2,0.001,5.338
4/28/2022,WCC3,2,0.001,4.566
4/29/2022,WCC3,3,0.001,4.266
4/30/2022,WCC3,3,0.001,6.411
5/1/2022,WCC3,2,0.001,5.253
5/2/2022,WCC3,3,0.001,5.810
5/3/2022,WCC3,3,0.001,6.711
5/4/2022,WCC3,3,0.001,5.253
5/5/2022,WCC3,3,0.001,6.153
5/6/2022,WCC3,3,0.001,6.926
5/7/2022,WCC3,3,0.001,8.256
5/8/2022,WCC3,3,0.001,9.242
5/9/2022,WCC3,2,0.001,9.328
5/10/2022,WCC3,3,0.001,5.939
5/11/2022,WCC3,2,0.001,5.682
5/12/2022,WCC3,3,0.001,1.220
5/13/2022,WCC3,3,0.001,3.537
5/14/2022,WCC3,3,0.001,6.625
5/15/2022,WCC3,3,0.001,8.298
5/16/2022,WCC3,3,0.001,9.028
5/17/2022,WCC3,3,0.001,7.869
5/18/2022,WCC3,3,0.001,8.384
5/19/2022,WCC3,3,0.001,8.599
5/20/2022,WCC3,3,0.001,10.315
5/21/2022,WCC3,1,0.001,10.958
5/22/2022,WCC3,2,0.001,7.912
5/23/2022,WCC3,3,0.001,9.199
5/24/2022,WCC3,3,0.001,7.869
5/25/2022,WCC3,3,0.001,8.470
5/26/2022,WCC3,3,0.001,9.929
5/27/2022,WCC3,3,0.001,10.358
5/28/2022,WCC3,3,0.001,11.988
5/29/2022,WCC3,2,0.001,10.958
5/30/2022,WCC3,1,0.001,8.642
5/31/2022,WCC3,2,0.001,7.011
6/1/2022,WCC3,2,0.001,7.784
6/2/2022,WCC3,2,0.001,7.955
6/3/2022,WCC3,3,0.001,9.328
6/4/2022,WCC3,3,0.001,9.242
6/5/2022,WCC3,3,0.001,10.744
6/6/2022,WCC3,3,0.001,12.031
6/7/2022,WCC3,3,0.001,12.374
6/8/2022,WCC3,3,0.001,13.361
6/9/2022,WCC3,3,0.001,NA
6/10/2022,WCC3,3,0.001,NA
6/11/2022,WCC3,2,0.001,NA
6/12/2022,WCC3,3,0.001,NA
6/13/2022,WCC3,0,0.001,NA
6/14/2022,WCC3,0,0.001,NA
6/15/2022,WCC3,0,0.001,NA
6/16/2022,WCC3,0,0.001,NA
6/17/2022,WCC3,0,0.001,NA
6/18/2022,WCC3,0,0.001,NA
6/19/2022,WCC3,0,0.001,NA
6/20/2022,WCC3,0,0.001,NA
6/21/2022,WCC3,0,0.001,NA
6/22/2022,WCC3,0,0.001,NA
6/23/2022,WCC3,0,0.001,NA
6/24/2022,WCC3,0,0.002,NA
6/25/2022,WCC3,0,0.002,NA
6/26/2022,WCC3,0,0.001,NA
6/27/2022,WCC3,0,0.001,NA
6/28/2022,WCC3,0,0.001,NA
6/29/2022,WCC3,0,0.001,NA
6/30/2022,WCC3,NA,0.001,NA
7/1/2022,WCC3,NA,0.001,NA
7/2/2022,WCC3,NA,0.001,NA
7/3/2022,WCC3,NA,0.001,NA
7/4/2022,WCC3,NA,0.001,NA
7/5/2022,WCC3,NA,0.001,NA
7/6/2022,WCC3,NA,0.001,NA
7/7/2022,WCC3,NA,0.001,NA
7/8/2022,WCC3,NA,0.001,NA
7/9/2022,WCC3,NA,0.001,NA
7/10/2022,WCC3,NA,0.001,NA
7/11/2022,WCC3,NA,0.001,NA
7/12/2022,WCC3,NA,0.001,NA
7/13/2022,WCC3,NA,0.002,NA
7/14/2022,WCC3,NA,0.002,NA
7/15/2022,WCC3,NA,0.001,NA
7/16/2022,WCC3,NA,0.001,NA
7/17/2022,WCC3,NA,0.001,NA
7/18/2022,WCC3,NA,0.001,NA
7/19/2022,WCC3,NA,0.001,NA
7/20/2022,WCC3,NA,0.001,NA
7/21/2022,WCC3,NA,0.001,NA
7/22/2022,WCC3,NA,0.001,NA
7/23/2022,WCC3,NA,0.001,NA
7/24/2022,WCC3,NA,0.001,NA
7/25/2022,WCC3,NA,0.001,NA
7/26/2022,WCC3,NA,0.001,NA
7/27/2022,WCC3,NA,0.001,NA
7/28/2022,WCC3,NA,0.002,NA
7/29/2022,WCC3,NA,0.001,NA
7/30/2022,WCC3,NA,0.001,NA
7/31/2022,WCC3,NA,0.001,NA
3/1/2022,WCC4,NA,0.001,-3.714
3/2/2022,WCC4,NA,0.001,-2.813
3/3/2022,WCC4,NA,0.147,-1.225
3/4/2022,WCC4,NA,0.091,-0.582
3/5/2022,WCC4,NA,0.063,-1.354
3/6/2022,WCC4,NA,0.048,-5.044
3/7/2022,WCC4,NA,0.033,-6.717
3/8/2022,WCC4,NA,0.027,-8.733
3/9/2022,WCC4,NA,0.029,-6.931
3/10/2022,WCC4,NA,0.038,-2.727
3/11/2022,WCC4,NA,0.028,-6.802
3/12/2022,WCC4,NA,0.030,-4.357
3/13/2022,WCC4,NA,0.042,-4.786
3/14/2022,WCC4,NA,0.041,-3.799
3/15/2022,WCC4,0,0.045,-2.169
3/16/2022,WCC4,0,0.060,-0.839
3/17/2022,WCC4,0,0.052,-1.869
3/18/2022,WCC4,0,0.036,-3.499
3/19/2022,WCC4,0,0.032,-2.899
3/20/2022,WCC4,0,0.029,-0.067
3/21/2022,WCC4,0,0.027,-0.496
3/22/2022,WCC4,0,0.027,-1.483
3/23/2022,WCC4,0,0.012,-0.325
3/24/2022,WCC4,0,0.009,-3.070
3/25/2022,WCC4,0,0.003,-0.582
3/26/2022,WCC4,0,0.005,0.362
3/27/2022,WCC4,0,0.007,-0.153
3/28/2022,WCC4,0,0.005,2.121
3/29/2022,WCC4,0,0.198,1.177
3/30/2022,WCC4,0,0.083,2.121
3/31/2022,WCC4,0,0.046,1.177
4/1/2022,WCC4,0,0.026,-0.367
4/2/2022,WCC4,0,0.013,0.147
4/3/2022,WCC4,0,0.006,0.791
4/4/2022,WCC4,0,0.003,1.048
4/5/2022,WCC4,0,0.002,3.065
4/6/2022,WCC4,0,0.001,1.477
4/7/2022,WCC4,0,0.001,2.078
4/8/2022,WCC4,0,0.001,1.735
4/9/2022,WCC4,0,0.001,-0.196
4/10/2022,WCC4,0,0.001,3.537
4/11/2022,WCC4,0,0.001,4.352
4/12/2022,WCC4,0,0.001,-0.796
4/13/2022,WCC4,0,0.001,-6.888
4/14/2022,WCC4,0,0.001,-3.070
4/15/2022,WCC4,0,0.001,0.062
4/16/2022,WCC4,0,0.001,0.619
4/17/2022,WCC4,0,0.001,-0.539
4/18/2022,WCC4,0,0.001,0.319
4/19/2022,WCC4,0,0.001,4.266
4/20/2022,WCC4,0,0.001,5.381
4/21/2022,WCC4,0,0.001,3.665
4/22/2022,WCC4,0,0.001,2.679
4/23/2022,WCC4,0,0.001,-0.711
4/24/2022,WCC4,0,0.001,1.906
4/25/2022,WCC4,0,0.001,0.405
4/26/2022,WCC4,0,0.001,0.748
4/27/2022,WCC4,0,0.001,2.292
4/28/2022,WCC4,0,0.001,1.134
4/29/2022,WCC4,0,0.001,1.820
4/30/2022,WCC4,0,0.001,1.778
5/1/2022,WCC4,0,0.001,1.306
5/2/2022,WCC4,0,0.001,2.764
5/3/2022,WCC4,0,0.001,5.810
5/4/2022,WCC4,0,0.001,1.306
5/5/2022,WCC4,0,0.001,1.863
5/6/2022,WCC4,0,0.001,3.665
5/7/2022,WCC4,0,0.001,5.982
5/8/2022,WCC4,0,0.001,8.041
5/9/2022,WCC4,0,0.001,8.470
5/10/2022,WCC4,0,0.001,5.124
5/11/2022,WCC4,0,0.001,2.721
5/12/2022,WCC4,0,0.001,-1.354
5/13/2022,WCC4,0,0.001,0.190
5/14/2022,WCC4,2,0.001,1.778
5/15/2022,WCC4,0,0.001,3.622
5/16/2022,WCC4,0,0.001,5.596
5/17/2022,WCC4,0,0.001,3.665
5/18/2022,WCC4,1,0.001,4.695
5/19/2022,WCC4,0,0.001,5.424
5/20/2022,WCC4,0,0.001,8.727
5/21/2022,WCC4,0,0.001,9.757
5/22/2022,WCC4,0,0.001,4.952
5/23/2022,WCC4,0,0.001,6.711
5/24/2022,WCC4,0,0.001,4.180
5/25/2022,WCC4,0,0.001,4.437
5/26/2022,WCC4,1,0.001,6.325
5/27/2022,WCC4,1,0.001,7.398
5/28/2022,WCC4,0,0.001,10.272
5/29/2022,WCC4,0,0.001,9.242
5/30/2022,WCC4,0,0.001,7.741
5/31/2022,WCC4,0,0.001,2.593
6/1/2022,WCC4,0,0.001,3.751
6/2/2022,WCC4,1,0.001,4.094
6/3/2022,WCC4,2,0.001,5.338
6/4/2022,WCC4,1,0.001,5.596
6/5/2022,WCC4,1,0.001,7.269
6/6/2022,WCC4,0,0.001,8.770
6/7/2022,WCC4,1,0.001,9.199
6/8/2022,WCC4,1,0.001,9.843
6/9/2022,WCC4,0,0.001,10.529
6/10/2022,WCC4,0,0.001,13.575
6/11/2022,WCC4,0,0.001,11.473
6/12/2022,WCC4,0,0.001,12.503
6/13/2022,WCC4,0,0.001,11.730
6/14/2022,WCC4,0,0.001,12.031
6/15/2022,WCC4,NA,0.001,7.269
6/16/2022,WCC4,NA,0.001,8.642
6/17/2022,WCC4,NA,0.001,12.460
6/18/2022,WCC4,NA,0.001,13.189
6/19/2022,WCC4,NA,0.001,10.315
6/20/2022,WCC4,NA,0.001,5.467
6/21/2022,WCC4,NA,0.001,7.312
6/22/2022,WCC4,NA,0.001,13.961
6/23/2022,WCC4,NA,0.002,11.559
6/24/2022,WCC4,NA,0.001,12.460
6/25/2022,WCC4,NA,0.001,11.859
6/26/2022,WCC4,NA,0.001,11.945
6/27/2022,WCC4,NA,0.001,11.344
6/28/2022,WCC4,NA,0.001,12.117
6/29/2022,WCC4,NA,0.001,13.661
6/30/2022,WCC4,NA,0.001,12.932
7/1/2022,WCC4,NA,0.001,12.846
7/2/2022,WCC4,NA,0.001,15.677
7/3/2022,WCC4,NA,0.001,12.460
7/4/2022,WCC4,NA,0.001,11.344
7/5/2022,WCC4,NA,0.001,14.819
7/6/2022,WCC4,NA,0.001,11.216
7/7/2022,WCC4,NA,0.001,8.213
7/8/2022,WCC4,NA,0.001,11.087
7/9/2022,WCC4,NA,0.001,13.661
7/10/2022,WCC4,NA,0.001,14.219
7/11/2022,WCC4,NA,0.001,15.377
7/12/2022,WCC4,NA,0.002,13.275
7/13/2022,WCC4,NA,0.001,13.618
7/14/2022,WCC4,NA,0.001,14.390
7/15/2022,WCC4,NA,0.001,14.819
7/16/2022,WCC4,NA,0.001,13.961
7/17/2022,WCC4,NA,0.001,14.776
7/18/2022,WCC4,NA,0.001,14.176
7/19/2022,WCC4,NA,0.001,14.734
7/20/2022,WCC4,NA,0.001,15.420
7/21/2022,WCC4,NA,0.001,15.849
7/22/2022,WCC4,NA,0.001,14.433
7/23/2022,WCC4,NA,0.001,17.436
7/24/2022,WCC4,NA,0.001,14.991
7/25/2022,WCC4,NA,0.001,16.621
7/26/2022,WCC4,NA,0.001,15.806
7/27/2022,WCC4,NA,0.001,15.677
7/28/2022,WCC4,NA,0.001,14.433
7/29/2022,WCC4,NA,0.001,13.532
7/30/2022,WCC4,NA,0.001,15.120
7/31/2022,WCC4,NA,0.001,13.790
